,x,y,target
0,27.330472946166992,22.59291648864746,1.0
1,-14.444706916809082,37.86293411254883,-1.0
2,31.99453353881836,11.929429054260254,-1.0
3,18.38715934753418,-9.647976875305176,-1.0
4,15.114089012145996,-4.261427879333496,-1.0
5,-17.423019409179688,10.76143741607666,-1.0
6,33.03898239135742,-22.67546844482422,1.0
7,-40.31935501098633,-15.4603271484375,1.0
8,21.984405517578125,-31.709068298339844,-1.0
9,-11.556803703308105,-29.817138671875,-1.0
10,19.649398803710938,-33.06964111328125,1.0
11,-35.81272506713867,-10.429354667663574,-1.0
12,14.67015552520752,-14.866523742675781,-1.0
13,-4.745146751403809,18.524377822875977,-1.0
14,4.198563575744629,7.180830955505371,-1.0
15,17.146169662475586,-31.437175750732422,1.0
16,11.971189498901367,14.914502143859863,-1.0
17,-22.75571632385254,-32.1883430480957,1.0
18,37.681549072265625,-12.924528121948242,1.0
19,39.622581481933594,11.171391487121582,1.0
20,-24.68092155456543,1.9208662509918213,1.0
21,40.27145767211914,16.339845657348633,1.0
22,12.95952033996582,38.99745559692383,1.0
23,-15.787214279174805,1.8109543323516846,1.0
24,-6.685050010681152,31.229076385498047,-1.0
25,27.785993576049805,-28.321041107177734,-1.0
26,-7.757734775543213,-13.968979835510254,1.0
27,-4.850366592407227,-24.642072677612305,1.0
28,25.81757354736328,28.744197845458984,1.0
29,-33.619415283203125,-6.662376880645752,1.0
30,-6.493310928344727,-29.937177658081055,1.0
31,-37.19797897338867,-16.629446029663086,1.0
32,-8.744505882263184,47.36876678466797,-1.0
33,-20.54433250427246,-34.151851654052734,1.0
34,-37.927818298339844,-19.96636962890625,1.0
35,-24.166614532470703,31.91033935546875,1.0
36,0.30056464672088623,14.495332717895508,1.0
37,-22.55585289001465,3.087859630584717,1.0
38,7.484049320220947,10.510881423950195,1.0
39,24.375713348388672,-18.641342163085938,1.0
40,4.11812162399292,-41.517425537109375,1.0
41,-34.36032485961914,15.84330940246582,-1.0
42,-39.18104553222656,7.565464019775391,-1.0
43,-7.251855850219727,20.56551742553711,-1.0
44,-27.88079833984375,-33.86713409423828,1.0
45,6.05465030670166,13.470599174499512,1.0
46,-7.943079471588135,-8.46119499206543,1.0
47,-29.112709045410156,-28.243907928466797,-1.0
48,-12.498747825622559,-16.953258514404297,1.0
49,35.23994064331055,-14.73818588256836,-1.0
50,-24.614023208618164,35.09046936035156,1.0
51,12.772101402282715,33.59706497192383,-1.0
52,4.621208190917969,5.197960376739502,-1.0
53,-26.91524314880371,18.84967803955078,-1.0
54,36.133079528808594,-11.872239112854004,-1.0
55,43.649261474609375,-19.924806594848633,1.0
56,25.433378219604492,-4.522741794586182,-1.0
57,-38.710487365722656,-19.856544494628906,1.0
58,35.96660614013672,18.794803619384766,1.0
59,11.352811813354492,23.245254516601562,-1.0
60,-9.511757850646973,35.04524612426758,-1.0
61,26.7589111328125,-30.327327728271484,-1.0
62,-3.8959734439849854,-1.8608149290084839,-1.0
63,-10.213812828063965,34.6524772644043,-1.0
64,11.405491828918457,-7.398855209350586,1.0
65,25.52059555053711,-27.19186782836914,-1.0
66,-1.6562286615371704,-9.790345191955566,-1.0
67,-8.8447904586792,32.49683380126953,-1.0
68,-32.155357360839844,-16.98230743408203,1.0
69,28.963346481323242,-11.159421920776367,1.0
70,-15.77315616607666,33.408573150634766,-1.0
71,11.206259727478027,-22.16767692565918,1.0
72,22.16901206970215,-6.152993679046631,-1.0
73,-27.746809005737305,-32.12089157104492,1.0
74,44.24567413330078,-17.750322341918945,-1.0
75,45.554359436035156,-19.645044326782227,-1.0
76,41.997615814208984,5.892055988311768,1.0
77,-9.187881469726562,38.96061325073242,-1.0
78,-14.557318687438965,2.7823336124420166,1.0
79,-34.03380584716797,-3.481064796447754,-1.0
80,-44.63569641113281,-0.6829809546470642,-1.0
81,44.28682327270508,-19.46687889099121,1.0
82,17.833070755004883,0.5611705183982849,-1.0
83,-6.78100061416626,-12.811272621154785,1.0
84,-1.6105417013168335,14.908297538757324,1.0
85,-27.454877853393555,-32.72951126098633,1.0
86,13.143251419067383,-25.575593948364258,1.0
87,19.466726303100586,-20.890148162841797,-1.0
88,1.6993845701217651,31.835535049438477,-1.0
89,-22.19993782043457,22.091306686401367,-1.0
90,-31.900833129882812,-4.783655643463135,-1.0
91,6.594735622406006,-13.42216968536377,-1.0
92,18.358192443847656,36.61763000488281,-1.0
93,1.9264856576919556,-8.997563362121582,1.0
94,40.875457763671875,-21.05912208557129,-1.0
95,7.073981761932373,-10.350785255432129,-1.0
96,30.896818161010742,19.291704177856445,-1.0
97,-18.662832260131836,-12.915160179138184,1.0
98,19.24198341369629,35.563438415527344,-1.0
99,42.79317092895508,-17.6596736907959,-1.0
100,-34.876827239990234,-13.217068672180176,1.0
101,5.365115165710449,9.075604438781738,-1.0
102,-15.334641456604004,34.7650032043457,-1.0
103,30.430513381958008,-10.47117805480957,1.0
104,-21.923791885375977,-32.07748794555664,1.0
105,19.507184982299805,11.249908447265625,1.0
106,-47.87052917480469,10.912809371948242,1.0
107,24.599199295043945,-7.2379326820373535,-1.0
108,8.456310272216797,12.27314281463623,1.0
109,12.548118591308594,28.558759689331055,1.0
110,-25.632396697998047,16.835853576660156,-1.0
111,44.43974304199219,-15.750345230102539,-1.0
112,32.1578483581543,-17.72962188720703,1.0
113,-21.692548751831055,-13.5099515914917,1.0
114,-27.530601501464844,33.51677322387695,1.0
115,-22.287046432495117,-32.26914596557617,1.0
116,16.86928367614746,-16.567733764648438,-1.0
117,6.760815143585205,-12.02559757232666,-1.0
118,-28.59303092956543,-31.78841209411621,1.0
119,-44.20170593261719,-5.707071304321289,-1.0
120,32.20454025268555,11.13371753692627,-1.0
121,-15.435087203979492,2.300887107849121,1.0
122,-5.986064434051514,47.566123962402344,-1.0
123,20.835683822631836,16.120906829833984,1.0
124,-0.4340426027774811,-42.60757064819336,1.0
125,9.300382614135742,8.866259574890137,-1.0
126,-19.344987869262695,16.845558166503906,-1.0
127,32.12702941894531,-24.27474594116211,1.0
128,-27.850406646728516,-29.908843994140625,1.0
129,15.448648452758789,-15.893416404724121,-1.0
130,-19.816421508789062,-30.29535484313965,1.0
131,18.377309799194336,-1.64944326877594,-1.0
132,-18.384096145629883,18.32213592529297,-1.0
133,6.318339824676514,-41.22218322753906,1.0
134,-48.43891906738281,-2.0374011993408203,-1.0
135,17.732229232788086,-18.452634811401367,-1.0
136,-10.555883407592773,29.913515090942383,-1.0
137,14.852448463439941,-1.702089548110962,-1.0
138,-7.002436637878418,2.0514862537384033,1.0
139,-5.590472221374512,-9.684130668640137,-1.0
140,-18.919015884399414,17.599201202392578,-1.0
