,x,y,target
0,22.95157814025879,29.37685775756836,0.0
1,24.27339744567871,31.816219329833984,0.0
2,19.58287811279297,33.14994430541992,0.0
3,32.05342102050781,28.44753646850586,0.0
4,30.666122436523438,30.99236488342285,0.0
5,35.404571533203125,30.638137817382812,0.0
6,25.665189743041992,28.842185974121094,0.0
7,26.690563201904297,30.915407180786133,0.0
8,28.30901336669922,28.74013328552246,0.0
9,24.103078842163086,40.991451263427734,0.0
10,23.69379997253418,43.47700119018555,0.0
11,20.06456756591797,41.067161560058594,0.0
12,32.31189727783203,39.71799087524414,0.0
13,32.77492141723633,42.5896110534668,0.0
14,35.97342300415039,38.45356750488281,0.0
15,26.5623779296875,41.85634231567383,0.0
16,27.289417266845703,43.923160552978516,0.0
17,29.464599609375,41.991310119628906,0.0
18,24.1901912689209,37.71070861816406,0.0
19,24.569320678710938,34.8279914855957,0.0
20,19.748584747314453,36.55244827270508,0.0
21,32.13851547241211,37.092247009277344,0.0
22,30.896015167236328,34.283206939697266,0.0
23,35.52159881591797,35.6786994934082,0.0
24,26.688636779785156,38.15340805053711,0.0
25,26.96143913269043,34.436492919921875,0.0
26,29.19895362854004,37.964698791503906,0.0
27,22.568496704101562,29.560806274414062,0.0
28,23.867115020751953,31.931320190429688,0.0
29,19.895858764648438,32.842132568359375,0.0
30,32.40017318725586,28.696697235107422,0.0
31,31.047792434692383,31.11240577697754,0.0
32,35.06144332885742,30.903470993041992,0.0
33,25.750274658203125,28.448917388916016,0.0
34,27.08660316467285,30.95521354675293,0.0
35,28.38433837890625,28.36135482788086,0.0
36,23.739559173583984,40.78422164916992,0.0
37,23.284015655517578,43.30177688598633,0.0
38,20.21603012084961,40.66166687011719,0.0
39,32.714027404785156,39.724342346191406,0.0
40,33.179447174072266,42.42572021484375,0.0
41,35.873661041259766,38.867103576660156,0.0
42,26.756044387817383,41.49952697753906,0.0
43,27.720674514770508,43.89653778076172,0.0
44,29.432180404663086,41.60000991821289,0.0
45,23.817712783813477,37.55255889892578,0.0
46,24.155689239501953,34.88255310058594,0.0
47,20.162752151489258,36.42030715942383,0.0
48,32.42570114135742,36.80984878540039,0.0
49,31.297420501708984,34.2381477355957,0.0
50,35.23746109008789,35.34086227416992,0.0
