,x,y,target
0,10.9517240524292,3.280855655670166,1.0
1,18.3458194732666,-3.904963493347168,-1.0
2,15.178348541259766,19.280393600463867,-1.0
3,-2.4899237155914307,6.0846052169799805,-1.0
4,-6.302778244018555,-11.219593048095703,-1.0
5,-1.1236377954483032,-21.6730899810791,-1.0
6,21.64628028869629,20.65484619140625,1.0
7,22.873096466064453,-3.86279559135437,1.0
8,2.995657444000244,9.17141342163086,-1.0
9,-5.482563495635986,-10.269347190856934,-1.0
10,28.23993492126465,-11.43127155303955,1.0
11,3.595162868499756,6.171863555908203,-1.0
12,18.50646209716797,26.747095108032227,-1.0
13,30.7905330657959,0.8340759873390198,-1.0
14,-11.585673332214355,3.370793581008911,-1.0
15,-20.25883674621582,-0.7211206555366516,1.0
16,-22.656496047973633,0.08744921535253525,-1.0
17,4.955348014831543,15.665292739868164,1.0
18,-4.376950740814209,25.351428985595703,1.0
19,-13.88127613067627,6.6568922996521,1.0
20,9.297836303710938,-26.434972763061523,1.0
21,33.90232467651367,-10.434738159179688,1.0
22,-11.79598331451416,-23.569231033325195,1.0
23,-17.755176544189453,24.1827335357666,1.0
24,-26.872133255004883,12.927419662475586,-1.0
25,8.488882064819336,-4.759659290313721,-1.0
26,-24.013103485107422,-14.580483436584473,1.0
27,24.484790802001953,4.738152980804443,1.0
28,10.306839942932129,20.85984992980957,1.0
29,7.946537494659424,5.779594421386719,1.0
30,-3.1490931510925293,14.568655014038086,1.0
31,-3.3884518146514893,-15.288962364196777,1.0
32,32.94668197631836,-13.991641998291016,-1.0
33,-0.10630424320697784,-18.448957443237305,1.0
34,-21.414819717407227,26.0025691986084,1.0
35,-1.5932066440582275,33.03300476074219,1.0
36,-16.1710262298584,-25.451679229736328,1.0
37,7.881622791290283,10.900177001953125,1.0
38,-37.640892028808594,11.944365501403809,1.0
39,-10.462166786193848,-20.483858108520508,1.0
40,13.153800964355469,16.203582763671875,1.0
41,-5.077337741851807,-19.75951385498047,-1.0
42,23.14650535583496,4.376901626586914,-1.0
43,-7.4878668785095215,-2.520686626434326,-1.0
44,-36.398799896240234,-14.738214492797852,1.0
45,-6.867711544036865,4.601754665374756,1.0
46,16.383602142333984,10.249149322509766,1.0
47,-37.326698303222656,2.6421587467193604,-1.0
48,-6.219038009643555,-0.4661244750022888,1.0
49,-18.049602508544922,-3.880629062652588,-1.0
50,-8.70045280456543,0.4188787639141083,1.0
51,11.597490310668945,17.456594467163086,-1.0
52,-7.489866733551025,-34.8135986328125,-1.0
53,15.145581245422363,-6.901338577270508,-1.0
54,-14.19141960144043,18.2978515625,-1.0
55,-9.80825424194336,-31.235715866088867,1.0
56,18.132535934448242,-31.844470977783203,-1.0
57,-15.530746459960938,-13.724858283996582,1.0
58,-33.41850280761719,-3.18799090385437,1.0
59,-3.881561040878296,19.9134521484375,-1.0
60,3.7584950923919678,-7.0326433181762695,-1.0
61,1.0318876504898071,9.531458854675293,-1.0
62,-8.897909164428711,-1.6903717517852783,-1.0
63,13.038890838623047,37.82770538330078,-1.0
64,22.73141860961914,-17.89126205444336,1.0
65,-34.65996551513672,0.9525434970855713,-1.0
66,-24.82264518737793,27.81761360168457,-1.0
67,21.397716522216797,-13.23684024810791,-1.0
68,-1.8376420736312866,9.334134101867676,1.0
69,8.9283447265625,-0.552978515625,1.0
70,-19.640356063842773,-6.289484024047852,-1.0
71,-13.046419143676758,-15.786612510681152,1.0
72,-18.06926918029785,12.658032417297363,-1.0
73,-20.378643035888672,4.987220764160156,1.0
74,4.742478847503662,21.696971893310547,-1.0
75,-23.497358322143555,-29.117422103881836,-1.0
76,-24.94940757751465,24.637224197387695,1.0
77,25.64614486694336,1.2475171089172363,-1.0
78,-16.928909301757812,3.2843148708343506,1.0
79,8.39189338684082,3.893674373626709,-1.0
80,-17.884668350219727,0.8102478981018066,-1.0
81,-10.417037963867188,-19.78634262084961,1.0
82,-15.410252571105957,-12.180418014526367,-1.0
83,-17.426921844482422,13.399798393249512,1.0
84,-20.752246856689453,-14.917223930358887,1.0
85,16.575807571411133,1.999940276145935,1.0
86,20.43771743774414,4.7581586837768555,1.0
87,8.733736991882324,-6.409080505371094,-1.0
88,0.1779382973909378,13.41295337677002,-1.0
89,10.030976295471191,-6.685520648956299,-1.0
90,-11.552565574645996,30.504905700683594,-1.0
91,-6.547462463378906,17.2387638092041,-1.0
92,-16.212444305419922,-25.121360778808594,-1.0
93,10.994734764099121,-3.0680553913116455,1.0
94,14.471341133117676,-7.464541435241699,-1.0
95,2.7432503700256348,-34.99140930175781,-1.0
96,-14.058454513549805,-29.652957916259766,-1.0
97,-28.599393844604492,1.4106464385986328,1.0
98,-29.223169326782227,-4.842215061187744,-1.0
99,8.997946739196777,-7.640626430511475,-1.0
100,-20.475828170776367,7.365828037261963,1.0
101,2.7333807945251465,28.128076553344727,-1.0
102,-12.789376258850098,10.7313232421875,-1.0
103,-22.624013900756836,16.982967376708984,1.0
104,-31.637310028076172,-17.994462966918945,1.0
105,-5.016002178192139,15.178459167480469,1.0
106,1.5993553400039673,-15.98339557647705,1.0
107,2.799802541732788,2.3343231678009033,-1.0
108,-9.27083683013916,-20.528039932250977,1.0
109,-21.15384864807129,-2.2483041286468506,1.0
110,-7.029923915863037,11.125509262084961,-1.0
111,-8.977363586425781,14.89145565032959,-1.0
112,-32.7518196105957,-6.066879749298096,1.0
113,-15.52481460571289,14.02510929107666,1.0
114,10.82802963256836,-19.044721603393555,1.0
115,2.4486076831817627,27.10350799560547,1.0
116,-8.670793533325195,-29.87764549255371,-1.0
117,37.63282775878906,8.005285263061523,-1.0
118,40.21272277832031,1.0792438983917236,1.0
119,-25.569644927978516,-15.817058563232422,-1.0
120,-26.333894729614258,-14.866564750671387,-1.0
121,-17.798799514770508,-31.43002700805664,1.0
122,6.511429786682129,-35.323890686035156,-1.0
123,-36.97335433959961,-2.51202130317688,1.0
124,2.067880153656006,-2.054668426513672,1.0
125,22.93625259399414,21.972475051879883,-1.0
126,-5.94290828704834,-21.17121696472168,-1.0
127,2.8417866230010986,4.250099182128906,1.0
128,-24.886398315429688,27.638532638549805,1.0
129,14.03146743774414,-20.096416473388672,-1.0
130,-5.497802257537842,-7.459175109863281,1.0
131,-18.162578582763672,18.834020614624023,-1.0
132,17.766725540161133,2.555239677429199,-1.0
133,-7.760241985321045,39.870849609375,1.0
134,6.725311756134033,-10.224722862243652,-1.0
135,13.883127212524414,-21.306535720825195,-1.0
136,26.133602142333984,-18.525936126708984,-1.0
137,-11.290985107421875,9.117267608642578,-1.0
138,-21.130332946777344,-13.689064025878906,1.0
139,25.88361358642578,12.414440155029297,-1.0
140,-10.837182998657227,4.127267360687256,-1.0
141,-0.43471547961235046,-5.6629719734191895,-1.0
142,-7.50720739364624,-29.54253387451172,1.0
143,2.3603436946868896,-13.053234100341797,-1.0
144,14.847635269165039,19.666458129882812,1.0
145,2.5025925636291504,10.689268112182617,-1.0
146,19.46820068359375,22.893444061279297,-1.0
